Record_ID,Employee_ID,Division,AI_Training_Track,Baseline_Skill_Score,Post_Training_Skill_Score,AI_Tool_Class,Use_Case_Name,Academic_Partner,Collaboration_Program,Implementation_Stage,Efficiency_Gain_Pct,Estimated_Value_AED,Adoption_Rate_Pct
REC-0773,EMP-11252,I&TF,AI for Leaders,19.1,86.3,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Ideation,2.9,10700.0,0.0
REC-0774,EMP-49764,Power & Water Planning,Deep Technical & LLMOps,46.3,85.0,Predictive Machine Learning,Grid Expansion Planner,None,None,Optimizing,25.9,198800.0,92.2
REC-0775,EMP-87709,Finance,AI for Leaders,10.0,70.7,Predictive Machine Learning,Supplier Risk Analysis,Heriot-Watt University,Sponsored Capstone,UAT & Testing,19.8,62400.0,69.6
REC-0776,EMP-47441,Finance,AI Literacy,38.5,90.4,Agentic AI Workflows,Automated Audit Reconciliation,None,None,Development,6.4,30700.0,21.4
REC-0777,EMP-63682,Finance,Deep Technical & LLMOps,15.4,70.8,Predictive Machine Learning,Supplier Risk Analysis,RIT Dubai,Sponsored Capstone,Development,15.3,8500.0,1.3
REC-0778,EMP-69494,Distribution Power,Deep Technical & LLMOps,21.8,91.8,Agentic AI Workflows,SCADA Fault Routing,RIT Dubai,Reverse Hackathon,Fully Deployed,20.0,250400.0,88.0
REC-0779,EMP-91317,I&TF,AI Literacy,41.3,95.0,Generative AI (LLMs),Agentic IT Helpdesk,MBZUAI,Reverse Hackathon,UAT & Testing,24.1,96600.0,29.3
REC-0780,EMP-75215,Distribution Power,Deep Technical & LLMOps,18.2,86.4,Agentic AI Workflows,LV Power Restoration,None,None,Development,14.6,132300.0,8.3
REC-0781,EMP-88587,Transmission Power,Deep Technical & LLMOps,14.0,80.8,Computer Vision,Thermal Substations Inspection,RIT Dubai,Sponsored Capstone,Ideation,2.8,14900.0,0.0
REC-0782,EMP-16949,Business Development & Execution,AI Literacy,12.3,55.0,Generative AI (LLMs),AI Bid Evaluator,None,None,UAT & Testing,25.0,74500.0,22.3
REC-0783,EMP-65393,Transmission Power,AI for Leaders,26.8,63.7,Computer Vision,Insulator Wear Classifier,Heriot-Watt University,Joint R&D Lab,Development,11.0,12000.0,18.4
REC-0784,EMP-83553,Legal Affairs,AI for Leaders,10.0,80.1,Generative AI (LLMs),NDA Auto-Review Agent,None,None,Fully Deployed,28.4,32100.0,85.5
REC-0785,EMP-16941,Power & Water Planning,Deep Technical & LLMOps,32.4,79.9,Predictive Machine Learning,Grid Expansion Planner,Heriot-Watt University,Reverse Hackathon,Optimizing,29.5,342500.0,96.1
REC-0786,EMP-35934,Water & Civil,Deep Technical & LLMOps,33.7,94.8,Computer Vision,Structural Crack Inspection,None,None,Development,11.0,61900.0,32.0
REC-0787,EMP-33386,Power & Water Planning,AI Literacy,10.0,95.3,Predictive Machine Learning,Smart Load Forecasting,None,None,Fully Deployed,30.5,382600.0,66.8
REC-0788,EMP-71886,Distribution Power,AI for Leaders,15.0,98.8,Predictive Machine Learning,Grid Recloser Optimizer,Heriot-Watt University,Sponsored Capstone,Optimizing,30.7,311900.0,79.3
REC-0789,EMP-85745,Legal Affairs,AI for Leaders,37.3,97.5,Generative AI (LLMs),Regulatory Risk Analyzer,Heriot-Watt University,Reverse Hackathon,Optimizing,26.7,110000.0,85.7
REC-0790,EMP-93251,Billing,AI for Leaders,16.0,82.8,Generative AI (LLMs),Generative Bill Explanation,None,None,Optimizing,28.1,23500.0,85.3
REC-0791,EMP-63413,Legal Affairs,AI Literacy,10.0,84.5,Generative AI (LLMs),Regulatory Risk Analyzer,None,None,Fully Deployed,28.6,192100.0,77.5
REC-0792,EMP-66800,Power & Water Planning,Deep Technical & LLMOps,17.3,80.9,Predictive Machine Learning,Grid Expansion Planner,None,None,UAT & Testing,26.7,35000.0,28.1
REC-0793,EMP-52318,Legal Affairs,Deep Technical & LLMOps,37.8,98.4,Generative AI (LLMs),NDA Auto-Review Agent,RIT Dubai,Joint R&D Lab,UAT & Testing,17.7,68100.0,32.5
REC-0794,EMP-80173,Finance,Deep Technical & LLMOps,19.5,87.2,Agentic AI Workflows,Automated Audit Reconciliation,None,None,UAT & Testing,17.5,109800.0,35.9
REC-0795,EMP-80390,Power & Water Planning,Deep Technical & LLMOps,11.3,70.5,Predictive Machine Learning,Smart Load Forecasting,Heriot-Watt University,Joint R&D Lab,Fully Deployed,41.1,71500.0,53.1
REC-0796,EMP-62329,I&TF,Deep Technical & LLMOps,41.3,98.0,Generative AI (LLMs),Agentic IT Helpdesk,None,None,Development,11.0,20400.0,14.9
REC-0797,EMP-53088,Billing,AI for Leaders,50.7,95.2,Generative AI (LLMs),Generative Bill Explanation,None,None,Development,9.3,30900.0,12.3
REC-0798,EMP-49811,Billing,Deep Technical & LLMOps,26.7,94.5,Generative AI (LLMs),Generative Bill Explanation,RIT Dubai,Joint R&D Lab,Ideation,2.8,5000.0,0.0
REC-0799,EMP-65479,Billing,AI Literacy,10.0,64.4,Generative AI (LLMs),Generative Bill Explanation,None,None,Fully Deployed,23.5,51800.0,72.7
REC-0800,EMP-95392,Business Development & Execution,Deep Technical & LLMOps,31.5,83.8,Generative AI (LLMs),AI Bid Evaluator,None,None,Fully Deployed,35.2,51200.0,65.2
REC-0801,EMP-97369,I&TF,AI Literacy,20.0,88.7,Generative AI (LLMs),AI Developer Copilot,None,None,UAT & Testing,12.8,65400.0,39.1
REC-0802,EMP-29963,Billing,Deep Technical & LLMOps,12.8,39.4,Predictive Machine Learning,Billing Anomaly Detection,MBZUAI,Sponsored Capstone,Development,16.0,18500.0,7.8
REC-0803,EMP-65123,Distribution Power,AI Literacy,10.0,68.7,Agentic AI Workflows,SCADA Fault Routing,Heriot-Watt University,Sponsored Capstone,Fully Deployed,31.5,78400.0,82.3
REC-0804,EMP-83477,Transmission Power,AI Literacy,18.6,89.3,Computer Vision,Overhead Line Monitoring,None,None,Ideation,4.1,6900.0,0.0
REC-0805,EMP-24388,Billing,AI Literacy,38.1,73.2,Generative AI (LLMs),Generative Bill Explanation,MBZUAI,Joint R&D Lab,UAT & Testing,19.1,433200.0,62.7
REC-0806,EMP-15569,Finance,AI Literacy,21.9,91.9,Agentic AI Workflows,Invoice Matcher Agent,MBZUAI,Reverse Hackathon,Development,13.4,73100.0,41.3
REC-0807,EMP-79836,Water & Civil,Deep Technical & LLMOps,36.5,93.4,Computer Vision,Reservoir Volumetric AI,None,None,Optimizing,29.2,134500.0,92.2
REC-0808,EMP-46586,Water & Civil,Deep Technical & LLMOps,51.3,93.8,Computer Vision,Structural Crack Inspection,RIT Dubai,Reverse Hackathon,UAT & Testing,19.2,113100.0,36.1
REC-0809,EMP-22015,Transmission Power,Deep Technical & LLMOps,10.0,89.5,Computer Vision,Thermal Substations Inspection,None,None,UAT & Testing,24.2,165000.0,55.1
REC-0810,EMP-55002,Water & Civil,AI Literacy,10.0,79.6,Autonomous IoT & Sensors,Autonomous Leak Detection,RIT Dubai,Joint R&D Lab,Fully Deployed,34.1,149100.0,55.3
REC-0811,EMP-16254,I&TF,AI Literacy,10.0,90.7,Agentic AI Workflows,Cognitive Cyber Defense,Heriot-Watt University,Sponsored Capstone,UAT & Testing,15.0,34500.0,40.8
REC-0812,EMP-27144,Transmission Power,AI Literacy,15.2,58.0,Computer Vision,Thermal Substations Inspection,None,None,Development,9.9,35400.0,16.4
REC-0813,EMP-34214,Power & Water Planning,AI Literacy,41.7,89.7,Predictive Machine Learning,Smart Load Forecasting,None,None,UAT & Testing,12.9,36200.0,6.1
REC-0814,EMP-90719,Distribution Power,Deep Technical & LLMOps,59.0,87.2,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Optimizing,35.7,113800.0,88.4
REC-0815,EMP-81774,Billing,AI Literacy,35.6,71.7,Generative AI (LLMs),Generative Bill Explanation,None,None,UAT & Testing,22.9,69500.0,16.9
REC-0816,EMP-16090,Legal Affairs,AI Literacy,13.0,47.2,Generative AI (LLMs),NDA Auto-Review Agent,None,None,Fully Deployed,26.4,275000.0,92.0
REC-0817,EMP-21637,I&TF,AI Literacy,39.2,70.4,Agentic AI Workflows,Cognitive Cyber Defense,RIT Dubai,Reverse Hackathon,Optimizing,45.8,78400.0,87.0
REC-0818,EMP-32415,Business Development & Execution,AI Literacy,30.3,63.5,Generative AI (LLMs),AI Bid Evaluator,Heriot-Watt University,Reverse Hackathon,Fully Deployed,46.6,58900.0,79.4
REC-0819,EMP-34071,Distribution Power,AI for Leaders,39.2,89.0,Agentic AI Workflows,SCADA Fault Routing,MBZUAI,Reverse Hackathon,Fully Deployed,32.1,66800.0,93.3
REC-0820,EMP-68243,Power & Water Planning,Deep Technical & LLMOps,26.4,82.8,Predictive Machine Learning,Smart Load Forecasting,None,None,Fully Deployed,27.2,72800.0,80.2
REC-0821,EMP-51240,Distribution Power,AI Literacy,10.0,95.0,Agentic AI Workflows,LV Power Restoration,RIT Dubai,Sponsored Capstone,Optimizing,33.6,114800.0,72.1
REC-0822,EMP-93807,Legal Affairs,AI Literacy,10.0,79.9,Generative AI (LLMs),Contract Compliance Parser,Heriot-Watt University,Joint R&D Lab,Optimizing,27.1,192700.0,94.5
REC-0823,EMP-43434,Distribution Power,AI Literacy,15.4,91.1,Agentic AI Workflows,LV Power Restoration,None,None,Optimizing,37.7,79000.0,94.1
REC-0824,EMP-79724,Business Development & Execution,AI Literacy,10.5,68.3,Generative AI (LLMs),AI Bid Evaluator,MBZUAI,Sponsored Capstone,Fully Deployed,33.0,129900.0,59.1
REC-0825,EMP-85697,Business Development & Execution,AI Literacy,26.7,92.6,Generative AI (LLMs),AI Procurement Sandbox,MBZUAI,Reverse Hackathon,Development,12.7,43700.0,3.0
REC-0826,EMP-38732,Water & Civil,Deep Technical & LLMOps,10.0,80.5,Computer Vision,Reservoir Volumetric AI,None,None,Ideation,8.5,15400.0,0.0
REC-0827,EMP-21314,Water & Civil,AI for Leaders,39.7,79.7,Autonomous IoT & Sensors,Autonomous Leak Detection,Heriot-Watt University,Joint R&D Lab,Development,10.1,33400.0,6.6
REC-0828,EMP-33954,Distribution Power,AI for Leaders,21.8,92.4,Agentic AI Workflows,LV Power Restoration,None,None,Optimizing,28.5,288100.0,94.6
REC-0829,EMP-67108,Finance,AI for Leaders,16.0,73.9,Agentic AI Workflows,Invoice Matcher Agent,None,None,Fully Deployed,37.2,159100.0,65.5
REC-0830,EMP-97044,Business Development & Execution,AI for Leaders,28.7,91.6,Generative AI (LLMs),AI Bid Evaluator,MBZUAI,Sponsored Capstone,UAT & Testing,18.3,102400.0,16.7
REC-0831,EMP-97505,Legal Affairs,AI for Leaders,34.8,72.8,Generative AI (LLMs),Contract Compliance Parser,None,None,UAT & Testing,26.4,50800.0,50.5
REC-0832,EMP-46668,Finance,Deep Technical & LLMOps,34.6,98.3,Agentic AI Workflows,Automated Audit Reconciliation,MBZUAI,Joint R&D Lab,Development,15.0,49200.0,19.6
REC-0833,EMP-33061,Billing,Deep Technical & LLMOps,31.9,67.2,Generative AI (LLMs),Generative Bill Explanation,None,None,UAT & Testing,18.5,104700.0,25.7
REC-0834,EMP-89252,Business Development & Execution,AI Literacy,32.1,73.9,Generative AI (LLMs),AI Procurement Sandbox,None,None,Fully Deployed,21.1,73400.0,95.4
REC-0835,EMP-49749,Billing,Deep Technical & LLMOps,10.0,69.7,Predictive Machine Learning,Revenue Risk Profiler,None,None,UAT & Testing,14.2,205300.0,65.7
REC-0836,EMP-26907,Business Development & Execution,AI for Leaders,25.8,46.9,Generative AI (LLMs),AI Procurement Sandbox,None,None,Development,10.6,322100.0,24.6
REC-0837,EMP-28777,I&TF,Deep Technical & LLMOps,24.5,94.1,Generative AI (LLMs),AI Developer Copilot,RIT Dubai,Reverse Hackathon,UAT & Testing,21.6,46700.0,59.9
REC-0838,EMP-61745,Distribution Power,Deep Technical & LLMOps,41.2,78.8,Agentic AI Workflows,SCADA Fault Routing,Heriot-Watt University,Sponsored Capstone,Development,15.3,27100.0,18.5
REC-0839,EMP-91818,Power & Water Planning,Deep Technical & LLMOps,19.8,51.3,Predictive Machine Learning,Smart Load Forecasting,None,None,Optimizing,30.7,103700.0,97.9
REC-0840,EMP-33624,Distribution Power,AI Literacy,39.1,70.5,Agentic AI Workflows,SCADA Fault Routing,MBZUAI,Joint R&D Lab,Development,9.3,13900.0,9.8
REC-0841,EMP-33321,I&TF,Deep Technical & LLMOps,31.9,78.4,Agentic AI Workflows,Cognitive Cyber Defense,RIT Dubai,Sponsored Capstone,Optimizing,31.2,73500.0,90.9
REC-0842,EMP-20488,Distribution Power,AI Literacy,25.6,91.5,Agentic AI Workflows,SCADA Fault Routing,Heriot-Watt University,Reverse Hackathon,Development,12.1,78400.0,6.0
REC-0843,EMP-32574,Water & Civil,AI Literacy,10.0,89.2,Autonomous IoT & Sensors,Autonomous Leak Detection,None,None,Development,15.9,37000.0,6.7
REC-0844,EMP-15240,Transmission Power,AI Literacy,10.2,67.6,Computer Vision,Thermal Substations Inspection,Heriot-Watt University,Joint R&D Lab,Fully Deployed,39.5,549900.0,85.8
REC-0845,EMP-53221,Business Development & Execution,Deep Technical & LLMOps,35.8,83.3,Generative AI (LLMs),Market Feasibility Generator,None,None,Fully Deployed,26.0,94000.0,83.6
REC-0846,EMP-20478,Water & Civil,AI Literacy,29.3,93.2,Computer Vision,Reservoir Volumetric AI,MBZUAI,Reverse Hackathon,UAT & Testing,21.8,110200.0,17.0
REC-0847,EMP-65645,Power & Water Planning,AI for Leaders,15.7,89.4,Predictive Machine Learning,Grid Expansion Planner,Heriot-Watt University,Joint R&D Lab,Development,9.4,19200.0,4.6
REC-0848,EMP-29262,Power & Water Planning,Deep Technical & LLMOps,10.0,84.5,Predictive Machine Learning,Grid Expansion Planner,None,None,Ideation,3.3,9000.0,0.0
REC-0849,EMP-62796,Distribution Power,AI Literacy,10.0,84.4,Agentic AI Workflows,SCADA Fault Routing,RIT Dubai,Reverse Hackathon,Fully Deployed,38.2,127100.0,57.7
REC-0850,EMP-14432,Distribution Power,Deep Technical & LLMOps,27.9,84.7,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Ideation,4.6,5000.0,0.0
REC-0851,EMP-74291,I&TF,AI for Leaders,10.0,81.9,Agentic AI Workflows,Cognitive Cyber Defense,MBZUAI,Reverse Hackathon,Development,13.9,20400.0,21.3
REC-0852,EMP-89104,Billing,AI Literacy,56.9,96.9,Predictive Machine Learning,Revenue Risk Profiler,MBZUAI,Sponsored Capstone,Fully Deployed,35.2,197000.0,87.9
REC-0853,EMP-69399,Finance,Deep Technical & LLMOps,74.3,99.4,Predictive Machine Learning,Supplier Risk Analysis,MBZUAI,Reverse Hackathon,Ideation,4.8,15700.0,0.0
REC-0854,EMP-89714,Distribution Power,AI Literacy,18.3,87.9,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Ideation,5.7,5000.0,0.0
REC-0855,EMP-60428,I&TF,AI for Leaders,37.8,79.1,Generative AI (LLMs),Agentic IT Helpdesk,None,None,Ideation,5.4,7400.0,0.0
REC-0856,EMP-97731,Legal Affairs,AI for Leaders,29.1,86.1,Generative AI (LLMs),Contract Compliance Parser,None,None,Optimizing,25.1,22200.0,74.2
REC-0857,EMP-10302,Water & Civil,Deep Technical & LLMOps,39.9,76.8,Computer Vision,Reservoir Volumetric AI,Heriot-Watt University,Sponsored Capstone,Development,13.5,39400.0,35.5
REC-0858,EMP-92558,Transmission Power,Deep Technical & LLMOps,66.0,89.0,Computer Vision,Overhead Line Monitoring,None,None,Optimizing,27.8,405800.0,81.8
REC-0859,EMP-10055,Finance,AI Literacy,26.3,87.5,Agentic AI Workflows,Automated Audit Reconciliation,None,None,Development,8.8,112000.0,26.7
REC-0860,EMP-18717,I&TF,AI Literacy,49.7,90.8,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Fully Deployed,37.1,326700.0,72.5
REC-0861,EMP-38699,Transmission Power,Deep Technical & LLMOps,28.4,96.6,Computer Vision,Insulator Wear Classifier,None,None,Development,10.2,60200.0,30.7
REC-0862,EMP-83686,Transmission Power,Deep Technical & LLMOps,49.4,96.6,Computer Vision,Thermal Substations Inspection,None,None,UAT & Testing,24.4,199500.0,27.2
REC-0863,EMP-77661,Legal Affairs,Deep Technical & LLMOps,10.0,98.0,Generative AI (LLMs),Contract Compliance Parser,MBZUAI,Reverse Hackathon,Fully Deployed,38.6,101800.0,70.4
REC-0864,EMP-54247,Water & Civil,AI for Leaders,59.3,87.1,Autonomous IoT & Sensors,Autonomous Leak Detection,None,None,Fully Deployed,29.1,78000.0,71.6
REC-0865,EMP-26748,Power & Water Planning,Deep Technical & LLMOps,62.8,93.0,Predictive Machine Learning,Smart Load Forecasting,None,None,Fully Deployed,38.4,295000.0,78.6
REC-0866,EMP-14621,Transmission Power,AI for Leaders,41.6,97.0,Computer Vision,Thermal Substations Inspection,None,None,Fully Deployed,29.7,149200.0,75.8
REC-0867,EMP-25034,Distribution Power,AI Literacy,10.0,92.0,Agentic AI Workflows,SCADA Fault Routing,RIT Dubai,Reverse Hackathon,Development,11.8,9400.0,18.5
REC-0868,EMP-15126,Billing,Deep Technical & LLMOps,20.8,89.1,Generative AI (LLMs),Generative Bill Explanation,RIT Dubai,Reverse Hackathon,UAT & Testing,22.0,209000.0,48.0
REC-0869,EMP-15122,Power & Water Planning,AI for Leaders,10.6,65.9,Predictive Machine Learning,Grid Expansion Planner,Heriot-Watt University,Joint R&D Lab,UAT & Testing,28.2,66200.0,27.7
REC-0870,EMP-28030,Power & Water Planning,AI Literacy,26.9,90.2,Predictive Machine Learning,Digital Twin Simulation,RIT Dubai,Sponsored Capstone,Fully Deployed,37.6,69500.0,71.4
REC-0871,EMP-92838,Legal Affairs,Deep Technical & LLMOps,10.0,66.1,Generative AI (LLMs),Contract Compliance Parser,MBZUAI,Joint R&D Lab,Development,11.8,86400.0,0.1
REC-0872,EMP-94717,Water & Civil,AI for Leaders,49.6,94.6,Autonomous IoT & Sensors,Autonomous Leak Detection,None,None,Optimizing,32.6,290900.0,57.6
REC-0873,EMP-65658,Billing,AI for Leaders,17.6,75.5,Predictive Machine Learning,Revenue Risk Profiler,None,None,UAT & Testing,13.7,36700.0,39.9
REC-0874,EMP-48638,Water & Civil,AI Literacy,15.8,53.6,Computer Vision,Structural Crack Inspection,None,None,Fully Deployed,38.0,104500.0,52.5
REC-0875,EMP-77067,Finance,AI Literacy,16.1,90.0,Agentic AI Workflows,Invoice Matcher Agent,None,None,Development,14.7,19100.0,7.4
REC-0876,EMP-98869,Power & Water Planning,Deep Technical & LLMOps,12.7,62.7,Predictive Machine Learning,Digital Twin Simulation,RIT Dubai,Sponsored Capstone,UAT & Testing,21.1,39000.0,52.1
REC-0877,EMP-44674,I&TF,Deep Technical & LLMOps,21.4,97.8,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Fully Deployed,36.3,10800.0,44.2
REC-0878,EMP-45854,Power & Water Planning,AI Literacy,10.0,72.3,Predictive Machine Learning,Grid Expansion Planner,MBZUAI,Reverse Hackathon,UAT & Testing,11.9,35100.0,92.5
REC-0879,EMP-56271,Business Development & Execution,AI Literacy,30.2,83.2,Generative AI (LLMs),Market Feasibility Generator,None,None,Optimizing,25.5,129100.0,70.1
REC-0880,EMP-83688,Billing,Deep Technical & LLMOps,10.0,93.5,Predictive Machine Learning,Billing Anomaly Detection,Heriot-Watt University,Joint R&D Lab,Fully Deployed,42.8,12300.0,82.8
REC-0881,EMP-48518,I&TF,AI Literacy,39.5,76.8,Generative AI (LLMs),Agentic IT Helpdesk,Heriot-Watt University,Sponsored Capstone,UAT & Testing,19.0,26400.0,30.5
REC-0882,EMP-20267,Business Development & Execution,AI for Leaders,41.9,69.5,Generative AI (LLMs),AI Procurement Sandbox,RIT Dubai,Reverse Hackathon,Fully Deployed,36.5,192500.0,73.4
REC-0883,EMP-11062,Distribution Power,Deep Technical & LLMOps,41.7,92.1,Agentic AI Workflows,LV Power Restoration,None,None,Fully Deployed,27.5,38300.0,79.0
REC-0884,EMP-60448,I&TF,AI Literacy,31.1,89.8,Generative AI (LLMs),AI Developer Copilot,RIT Dubai,Sponsored Capstone,Fully Deployed,29.3,104500.0,79.7
REC-0885,EMP-16229,Billing,Deep Technical & LLMOps,26.4,56.1,Generative AI (LLMs),Generative Bill Explanation,Heriot-Watt University,Sponsored Capstone,Development,17.6,10500.0,29.1
REC-0886,EMP-66793,Finance,AI Literacy,46.6,88.6,Agentic AI Workflows,Automated Audit Reconciliation,None,None,Development,11.5,54800.0,4.6
REC-0887,EMP-57915,Distribution Power,AI for Leaders,31.7,73.7,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Fully Deployed,35.1,91300.0,59.1
REC-0888,EMP-14632,Legal Affairs,Deep Technical & LLMOps,31.3,86.4,Generative AI (LLMs),Regulatory Risk Analyzer,RIT Dubai,Reverse Hackathon,Fully Deployed,32.8,56900.0,70.5
REC-0889,EMP-13596,Distribution Power,AI for Leaders,37.0,95.4,Agentic AI Workflows,SCADA Fault Routing,None,None,Development,12.7,5000.0,13.8
REC-0890,EMP-16168,Distribution Power,Deep Technical & LLMOps,56.1,92.9,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Development,12.6,19300.0,29.3
REC-0891,EMP-17561,Transmission Power,Deep Technical & LLMOps,64.2,96.9,Computer Vision,Insulator Wear Classifier,MBZUAI,Joint R&D Lab,UAT & Testing,12.1,134400.0,27.1
REC-0892,EMP-83794,I&TF,AI Literacy,10.0,76.2,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Ideation,6.0,34100.0,0.0
REC-0893,EMP-92152,Power & Water Planning,AI Literacy,40.1,72.6,Predictive Machine Learning,Smart Load Forecasting,RIT Dubai,Reverse Hackathon,Fully Deployed,28.8,99400.0,80.3
REC-0894,EMP-36734,Distribution Power,AI Literacy,10.0,75.3,Agentic AI Workflows,LV Power Restoration,None,None,Fully Deployed,42.7,109300.0,87.1
REC-0895,EMP-16371,Legal Affairs,AI Literacy,23.8,90.7,Generative AI (LLMs),NDA Auto-Review Agent,None,None,Development,9.7,23000.0,21.4
REC-0896,EMP-36069,Water & Civil,AI Literacy,10.0,74.5,Computer Vision,Reservoir Volumetric AI,None,None,Fully Deployed,29.2,316700.0,90.8
REC-0897,EMP-89905,Transmission Power,AI for Leaders,15.8,73.7,Computer Vision,Thermal Substations Inspection,None,None,UAT & Testing,29.8,65100.0,69.9
REC-0898,EMP-22910,Water & Civil,AI for Leaders,10.0,33.3,Computer Vision,Reservoir Volumetric AI,MBZUAI,Joint R&D Lab,Fully Deployed,36.3,242100.0,75.4
REC-0899,EMP-83479,I&TF,Deep Technical & LLMOps,43.1,78.6,Generative AI (LLMs),AI Developer Copilot,Heriot-Watt University,Sponsored Capstone,Development,9.0,48200.0,0.3
REC-0900,EMP-87735,Power & Water Planning,Deep Technical & LLMOps,33.8,67.7,Predictive Machine Learning,Grid Expansion Planner,None,None,UAT & Testing,20.7,87100.0,33.8
REC-0901,EMP-91264,I&TF,Deep Technical & LLMOps,64.6,99.1,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Fully Deployed,24.7,52400.0,72.8
REC-0902,EMP-33275,Transmission Power,AI Literacy,41.9,97.4,Computer Vision,Thermal Substations Inspection,RIT Dubai,Sponsored Capstone,Development,12.8,164400.0,13.5
REC-0903,EMP-82274,Finance,AI Literacy,10.0,88.9,Predictive Machine Learning,Supplier Risk Analysis,None,None,Development,9.6,127600.0,1.3
REC-0904,EMP-91449,Distribution Power,Deep Technical & LLMOps,49.4,82.4,Agentic AI Workflows,LV Power Restoration,Heriot-Watt University,Sponsored Capstone,Development,17.6,243500.0,11.8
REC-0905,EMP-70004,Business Development & Execution,AI for Leaders,10.5,91.8,Generative AI (LLMs),Market Feasibility Generator,RIT Dubai,Joint R&D Lab,Development,13.3,16400.0,2.0
REC-0906,EMP-72981,Legal Affairs,AI Literacy,27.7,94.1,Generative AI (LLMs),NDA Auto-Review Agent,None,None,Development,13.6,48800.0,11.5
REC-0907,EMP-94659,Billing,Deep Technical & LLMOps,10.0,75.4,Predictive Machine Learning,Billing Anomaly Detection,MBZUAI,Reverse Hackathon,Development,14.8,20900.0,10.6
REC-0908,EMP-64553,Finance,Deep Technical & LLMOps,57.6,89.5,Predictive Machine Learning,Supplier Risk Analysis,None,None,Optimizing,38.4,211200.0,83.0
REC-0909,EMP-58447,Water & Civil,Deep Technical & LLMOps,10.0,74.3,Computer Vision,Structural Crack Inspection,MBZUAI,Joint R&D Lab,Fully Deployed,27.9,149700.0,75.5
REC-0910,EMP-44529,Legal Affairs,AI Literacy,13.4,74.5,Generative AI (LLMs),Regulatory Risk Analyzer,Heriot-Watt University,Sponsored Capstone,Development,12.3,28400.0,12.6
REC-0911,EMP-85703,Legal Affairs,Deep Technical & LLMOps,51.8,80.3,Generative AI (LLMs),NDA Auto-Review Agent,None,None,Fully Deployed,29.3,98700.0,87.7
REC-0912,EMP-86090,I&TF,AI for Leaders,17.0,81.1,Generative AI (LLMs),AI Developer Copilot,None,None,Ideation,9.2,52600.0,0.0
REC-0913,EMP-27260,Business Development & Execution,Deep Technical & LLMOps,22.8,76.7,Generative AI (LLMs),AI Bid Evaluator,Heriot-Watt University,Sponsored Capstone,UAT & Testing,10.9,70900.0,49.3
REC-0914,EMP-13812,I&TF,Deep Technical & LLMOps,31.8,89.3,Agentic AI Workflows,Cognitive Cyber Defense,Heriot-Watt University,Reverse Hackathon,Development,10.3,6800.0,17.7
REC-0915,EMP-38024,Distribution Power,Deep Technical & LLMOps,49.9,90.8,Predictive Machine Learning,Grid Recloser Optimizer,RIT Dubai,Joint R&D Lab,Ideation,4.8,6400.0,0.0
REC-0916,EMP-68656,Power & Water Planning,Deep Technical & LLMOps,10.8,74.4,Predictive Machine Learning,Grid Expansion Planner,None,None,Fully Deployed,32.8,49300.0,73.0
REC-0917,EMP-37285,Transmission Power,AI Literacy,10.0,74.5,Computer Vision,Overhead Line Monitoring,None,None,Development,12.3,18900.0,8.7
REC-0918,EMP-11605,Water & Civil,Deep Technical & LLMOps,10.0,85.8,Computer Vision,Reservoir Volumetric AI,None,None,Fully Deployed,31.7,208900.0,76.1
REC-0919,EMP-81158,Business Development & Execution,Deep Technical & LLMOps,17.9,68.4,Generative AI (LLMs),AI Bid Evaluator,MBZUAI,Sponsored Capstone,UAT & Testing,19.4,161100.0,40.6
REC-0920,EMP-82303,Business Development & Execution,Deep Technical & LLMOps,16.5,95.1,Generative AI (LLMs),AI Procurement Sandbox,MBZUAI,Joint R&D Lab,Ideation,5.5,5000.0,0.0
REC-0921,EMP-37139,Transmission Power,AI Literacy,32.8,90.4,Computer Vision,Thermal Substations Inspection,None,None,Fully Deployed,34.8,76300.0,95.7
REC-0922,EMP-87149,Power & Water Planning,AI Literacy,35.1,92.3,Predictive Machine Learning,Digital Twin Simulation,None,None,UAT & Testing,27.2,45200.0,89.9
REC-0923,EMP-66138,Billing,Deep Technical & LLMOps,23.0,98.1,Predictive Machine Learning,Revenue Risk Profiler,None,None,Development,17.3,133000.0,43.7
REC-0924,EMP-86125,Billing,Deep Technical & LLMOps,31.2,87.9,Generative AI (LLMs),Generative Bill Explanation,None,None,Development,12.9,82500.0,0.2
REC-0925,EMP-23918,Finance,Deep Technical & LLMOps,31.9,83.6,Predictive Machine Learning,Supplier Risk Analysis,RIT Dubai,Joint R&D Lab,Ideation,4.0,17000.0,0.0
REC-0926,EMP-95655,Power & Water Planning,Deep Technical & LLMOps,12.6,59.4,Predictive Machine Learning,Smart Load Forecasting,None,None,Optimizing,29.4,64800.0,99.7
REC-0927,EMP-37446,Legal Affairs,AI for Leaders,11.5,84.5,Generative AI (LLMs),Contract Compliance Parser,None,None,UAT & Testing,14.7,20100.0,40.2
